Feature	MIXF1	MIXF2	MIXF3	MIXF4	MIXF5	MIXF6	MIXM11	MIXM12	MIXM13	MIXM14	MIXM15	MIXM16	MIXM21	MIXM22	MIXM23	MIXM24	MIXM25	MIXM26	OTCM11	OTCM12	OTCM13	OTCM14	OTCM15	OTCM16	OTCM21	OTCM22	OTCM23	OTCM24	OTCM25	OTCM26	OTCF1	OTCF2	OTCF3	OTCF4	OTCF5	SCF1	SCF2	SCF3	SCF4	SCF5	SCF6	SCM11	SCM12	SCM13	SCM14	SCM15	SCM16	SCM21	SCM22	SCM23	SCM24	SCM25	SCM26	SMXF1	SMXF2	SMXF3	SMXF4	SMXF5	SMXF6	SMXM11	SMXM12	SMXM13	SMXM14	SMXM15	SMXM16	SMXM21	SMXM22	SMXM23	SMXM24	SMXM25
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Enhydrobacter	2101.9852082522375	6969.205834683958	3281.2198417293985	577.2338951743244	8323.754409607993	4042.759961127311	959.8402825769795	38.40835765862646	1116.6300874051826	0.0	4247.13518711435	306.76022853637033	76.75480676977392	274.079874706343	77.76956876774115	229.8234190063968	796.4637011668195	153.18627450980392	0.0	0.0	0.0	0.0	0.0	38.28337353087553	0.0	76.69593895003257	77.12181390506302	0.0	0.0	3050.075286668474	497.7791392249961	689.8666257856814	38.283373530875544	459.40048237050655	191.4168676543777	539.956803455723	539.4574599260172	3371.0570671803507	423.3863207728722	1320.9526399627025	12235.475182762602	0.0	0.0	0.0	0.0	114.96014714898836	0.0	4701.195219123505	268.34317258299416	4112.934321580054	923.823087878671	733.6190586509125	8403.361344537814	38.41573508509084	271.6126028247709	268.47696851148686	76.56674706175112	306.9132202869638	1355.3097538582626	0.0	38.37151298875717	0.0	0.0	0.0	38.418686849283475	271.23372597644135	541.1882948703075	483.9099927413507	39.3066310286545	502.648571318099
k__Bacteria.p__Firmicutes.c__Clostridia	8485.792137018292	6645.056726094009	31615.51823972208	615.7161548526127	6619.3666019263555	11972.789115646267	38.393611303079176	307.26686126901166	269.5314004081475	191.7472004908725	4367.337126372302	153.38011426818517	422.15143723375655	1292.090837901331	1905.3544348096577	0.0	0.0	1034.0073529411764	15583.719416472031	53802.5580148579	24271.658818575048	71630.93415007662	30311.15879828325	44025.879560506866	0.0	191.7398473750814	925.4617668607563	38.31711242240783	115.09245760761135	19690.35944558128	1416.7560116403738	1073.1258623332822	0.0	76.56674706175109	229.70024118525325	1311.3236655353276	2851.418002466092	1163.817320812264	5965.898156345019	2408.795990520222	1038.8611004232396	51950.04214236452	13616.662191707264	39329.93445010922	18640.47756595416	70508.89025137952	21177.824669096466	46852.589641434264	76.66947788085548	8054.496379760938	24442.819200123173	2239.468705355417	34114.56325649526	268.9101455956358	1823.6846189663195	306.830821155985	689.1007235557599	345.2773728228343	1442.7490928168602	1127.351889286268	35033.1913587353	9076.981999234009	1533.8599585857826	230.8580223162756	200699.22010065685	348.7290762554247	2164.75317948123	25002.016291636457	628.906096458472	386.65274716776844
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Vibrionales.f__Vibrionaceae	18917.866874270134	25567.260940032425	119590.81258444324	422419.7644885706	6500.455824646243	113469.38775510213	3916.148352914076	3802.4274082040197	17827.576912710327	12118.423071023139	6490.904719929479	3144.2923424977957	2839.9278504816357	2545.0274079874707	5793.832873196715	491094.3425135023	114412.01067261361	129940.25735294119	79182.14189991193	57976.56429501413	7273.840970866341	7197.54977029097	6974.248927038624	13628.880976991686	13131.197121090308	8551.597192928633	3547.603439632899	48930.952563414794	10396.685337220892	70923.90255202515	1148.7210905192217	1954.622106392764	1110.2178323953906	10834.19470923778	68297.53837908195	0.0	21385.635018495683	3692.1101211975265	99726.7233747738	4739.888884572051	7233.551365909965	25170.48502030493	35978.67362203214	19818.300302832813	33468.13017523588	19389.944819129374	24515.633991943185	199.203187250996	5251.859234838602	28362.109592562454	560953.0774856614	555890.1888103782	6861.460180402434	104682.87810687251	4423.405246003412	1534.154105779925	6546.45687377972	498.7339829663161	3497.573558343904	16327.165293111468	16883.465715053157	17349.674454232092	127693.84155226637	531127.3566756445	61585.1550194014	2751.0849349039054	25590.47508601025	0.0	52985.33862662627	7385.067470904378
k__Bacteria.p__Cyanobacteria.c__Cyanobacteriia	0.0	850.8914100486229	0.0	0.0	872.0123667208373	1477.162293488825	2265.223066881672	3956.0608388385253	770.08971545185	3183.003528148484	4487.539065630257	1380.4210284136664	383.77403384886964	469.8512137823023	388.8478438387057	0.0	0.0	38.29656862745098	2259.0649768350117	650.9918051619818	689.1007235557585	918.8361408882089	2069.2826486817894	3713.4872324949265	2450.1359059760352	5560.4555738773615	4820.113369066439	2758.8320944133643	2148.3925420087453	193.04273966256164	0.0	114.97777096428024	0.0	0.0	0.0	0.0	115.5980271270037	280.9214222650292	307.91732419845255	0.0	423.2397075798384	3869.4352923147608	1380.8446166238352	3258.3279027868266	1964.1825534373186	5977.9276517473945	5179.359294072505	159.3625498007968	0.0	2399.211687588364	230.95577196966775	308.89223522143686	0.0	230.494410510545	0.0	0.0	0.0	0.0	1792.5064486512506	10457.160628207108	21871.762403591587	24894.67636920719	6097.093335378486	4617.160446325512	12678.166660263543	0.0	0.0	362.932494556013	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Paracoccus	934.2156481121053	2269.0437601296608	0.0	500.26937581774774	4122.240279043958	1516.0349854227416	729.4786147585044	1459.5175910278053	693.0807439066651	460.193281178094	2724.5772898469413	651.8654856397869	729.1706643128524	1057.1652310101802	1905.354434809658	268.1273221741296	955.7564414001835	1340.3799019607843	0.0	0.0	0.0	0.0	76.64009809932553	0.0	1531.3349412350217	2646.009893776123	2120.849882389233	2490.6123074565094	3030.768050333766	5019.111231226603	5935.058967682646	1877.970259083244	5397.955667853451	13552.314229929942	2564.986026568661	4551.064486269665	4045.930949445129	6782.245766112847	3233.1319040837516	2253.3897975834334	41554.444016929585	421.4236456976472	997.2766675616588	651.6655805573653	1039.861351819757	1072.9613733905578	1572.99060042202	3984.06374501992	1341.715862914971	685.4890535966755	52696.40863774585	15097.107996447727	4008.9430267519842	4340.978064615265	698.4324072636966	4602.462317339775	2794.686267753915	383.6415253587047	1967.3851265684457	1399.4713108381259	1880.2041364491013	1417.0815779394864	1687.2459544443607	692.5740669488267	384.18686849283466	658.7104773713577	1971.4716455989771	0.0	3105.2238512637055	541.3138460348758
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales	3931.490852471777	12682.333873581854	6639.644856205372	3540.367890402523	5786.991160965557	9096.20991253645	5221.531137218769	6452.604086649245	7623.888182973316	8705.322902285612	20875.070117797884	65416.61873538097	4490.156196031774	4541.895066562255	5055.021969903175	306.4312253418624	9597.387599060175	2450.9803921568628	24466.822376230048	10071.226162211835	24845.90942153818	19601.837672281792	17129.061925199254	20787.871827265415	6814.4404884958485	7938.029681328369	7210.889600123393	6092.420875162846	9130.668303537166	7567.275394772417	1225.3024965538366	383.2592365476008	0.0	1454.7681941732708	191.4168676543777	7212.2801604443	1117.447595561036	10394.09262380608	1655.0556175666825	7381.794164497455	3462.870334744133	24251.015247873704	2646.6188485290177	20546.63242227928	126709.03138840741	6667.688534641325	34183.771340878535	15976.095617529882	383.34738940427746	22835.354097939253	461.9115439393355	2934.4762346036505	7555.315704263356	614.6517613614534	1978.891820580474	460.2462317339775	153.13349412350223	1266.0170336837257	4415.686617409179	67446.7423417819	10820.766662829521	17694.369973190347	21704.11841398882	11465.948441708348	1767.2595950670395	2092.3744575325477	3981.5995979744043	6976.36906202114	1100.585668802326	2474.577581873719
k__Bacteria.p__Verrucomicrobiota	1128.8439081354607	1053.4846029173425	772.0517274657407	115.44677903486487	2140.3939910420554	2099.1253644314884	268.7552791215542	0.0	423.54934349851754	460.19328117809397	1041.750140235595	5598.374170788759	10822.42775453812	1722.787783868442	2488.6262005677168	612.8624506837248	955.7564414001833	344.66911764705884	957.230922387717	268.0554491843454	574.2506029631321	267.9938744257276	536.4806866952786	765.6674706175105	995.3677118027641	3758.1010085515954	2313.6544171518913	1494.3673844739058	4181.692626409879	1351.2991776379317	3599.3260836268946	996.4740150237619	497.68385590138206	1799.3185559511505	4058.037594272808	5823.819808701012	154.13070283600496	802.6326350429405	0.0	2836.163021096391	2808.772604848019	229.86744310780756	191.78397453108823	153.3330777782036	3042.5572886578075	728.0809319435929	1266.0656052177233	119.5219123505976	3833.473894042774	4327.149650829015	0.0	1003.8997644696699	67496.72346002619	921.97764204218	155.20720161415483	115.06155793349437	0.0	115.09245760761142	3585.012897302502	1438.3455139169628	2686.0059092130014	2297.9701263883567	1112.0484699746924	692.5740669488268	115.25606054785041	2092.374457532548	2628.6288607986357	0.0	1179.1989308596349	541.3138460348758
k__Bacteria.p__Bdellovibrionota	0.0	0.0	308.8206909862963	192.41129839144148	0.0	0.0	4991.169469400293	8449.83868489782	2656.809518308883	4410.185611290069	4687.875631060178	4294.643199509185	729.1706643128523	1096.319498825372	972.1196095967642	0.0	0.0	765.9313725490197	13018.340544472947	4327.1808225472905	5972.206270816575	4977.029096477799	19083.384426732056	6776.15711496497	5551.089161976956	6672.546688652834	6478.232368025296	5096.175952180242	7557.73804956648	0.0	268.0349211211517	0.0	267.9836147161288	612.5339764940087	153.13349412350217	655.6618327676638	0.0	481.57958102576436	0.0	0.0	153.90534821085032	2145.4294690062043	2109.6237198419703	1686.6638555602397	6778.355478528786	6399.448191293685	4680.606176865524	0.0	728.360039868127	2270.682490038988	0.0	231.66917641607765	0.0	345.7416157658176	0.0	0.0	114.85012059262667	0.0	306.0376863550915	3887.420307883684	6024.327539234877	6127.920337035618	8973.080757726828	3078.106964217008	4840.754543009718	1549.9070055796653	3401.7549963276465	887.1683200258095	235.839786171927	77.3305494335537
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales	549980.5371739977	303930.30794165336	453078.55626327	419110.29015623796	468349.9147806097	396656.9484936834	55018.04499731245	102588.72330619126	71348.8121366139	85826.04693971454	79132.94334481923	69059.39644925036	25866.36988141381	41973.37509788567	28541.431737761	315777.37771478936	694834.9328979332	443512.56127451	82704.75169429876	76012.86666156082	55625.74174036206	72626.33996937219	95110.36174126294	90731.59526817499	222847.51732322652	103654.56149096898	106505.22500289202	189669.7064909188	105846.69684646657	142195.28203544285	716036.1464236485	902613.8279932542	793461.1998009267	507599.24964587897	791585.3144979137	620680.3455723539	876965.1664611592	545228.3489846694	720488.0489588542	722017.1723843196	476798.76875721454	71105.66240134844	50209.04453223888	79119.868133553	43597.15000962833	75068.97608828939	72971.41760982154	47330.677290836655	684543.4332592181	249732.23083843876	179876.05373570952	235066.99100351342	395035.07825148397	731474.0117552148	937839.5157535305	943696.5443178763	955208.4529688759	929409.9593339982	701656.9754732664	81052.71341937478	81999.92325697404	122290.31022596706	120254.62075312533	49557.52212389382	115640.24741634325	745079.0452572847	590513.7423170583	161746.91507379647	488817.2634723474	491010.3236283493
k__Bacteria.p__Proteobacteria	857337.48540288	818314.4246353324	846979.3476162907	971292.2342799966	851837.1715089782	857065.1117589896	472740.5359748142	454908.5881087718	726117.5926995495	545482.4359564348	449435.05088548735	451512.71137697087	610085.5816095483	615231.01018011	622856.476260839	971999.8467843876	948986.4999402652	850834.8651960782	440249.64582455944	451635.13824002416	302630.067761571	402411.9448698324	390557.93991416297	390069.2929060914	617204.5480647763	490470.5295854585	537230.555662669	558510.230669017	498465.43389856553	555422.5705571218	980433.450758156	986202.6674842864	994831.7445733319	984380.3835994028	989663.4891466636	752892.6257327982	942624.8458692975	832651.095593547	953196.5667218349	856598.9354675782	588841.8622547131	276109.11041299516	202178.66595067302	235519.60746732054	441478.9139225884	233139.17841814808	264185.68962209875	352629.4820717132	946139.6917886978	677563.0864144636	931868.0472689476	959728.1748330048	695281.7824377462	979716.4918750718	975283.2531429455	991101.9061864763	989050.9551701697	981431.7501726383	857692.4758448836	358575.64919919096	331644.9867618288	413902.71926464984	526344.0447887114	747941.5159676804	395366.7063659763	934942.6534407935	940391.9749507126	371521.89692717243	932589.1277858571	965278.5833043338
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Flavobacterium	544.9591280653948	2147.487844408429	1273.8853503184723	538.7516354960361	277.4584803202664	1127.308066083577	17315.51869768871	11637.732370563817	12744.984790728118	13844.147875440996	15345.780911932035	15683.11668392193	575.6610507733044	2075.176194205168	1011.004393980635	0.0	0.0	344.6691176470589	10261.515487996327	7160.909856781799	6316.756632594454	5359.877488514552	8736.971183323109	10757.627962176024	918.8009647410132	1648.9626874257	1002.5835807658194	1494.3673844739055	997.4679659326316	1853.2103007605917	38.29070301730739	153.30369461904033	0.0	114.85012059262664	0.0	1658.4387534711493	231.1960542540074	1043.4224255558229	577.3449828720985	1864.8743152414622	769.5267410542517	19155.620258983967	9052.203597867363	19626.633955610057	3119.58405545927	18470.263641937465	11854.977939765953	796.812749003984	38.33473894042774	3170.3868728846246	2040.109319065398	0.0	385.4752910338446	345.7416157658176	698.4324072636967	0.0	0.0	345.27737282283425	1224.150745420366	1632.7165293111473	2609.2628832354876	3408.655687476062	1073.7019710100476	846.4794151596772	1498.3287871220555	464.9721016738995	347.90676098805477	3427.695781917901	550.292834401163	77.3305494335537
k__Bacteria.p__Desulfobacterota.c__Desulfovibrionia	6773.063448812764	18638.573743922214	3512.8353599691204	1693.219425844685	7927.385152007612	9601.554907677362	0.0	76.81671531725291	0.0	0.0	0.0	0.0	115.13221015466088	0.0	0.0	0.0	0.0	0.0	38.28923689550868	191.46817798881816	0.0	459.41807044410444	1264.561618638871	1799.31855595115	0.0	0.0	0.0	0.0	0.0	3436.1607659935976	0.0	344.9333128928407	0.0	76.56674706175109	0.0	0.0	115.5980271270037	0.0	115.46899657441969	0.0	0.0	56585.70224503863	9780.9827010855	48031.58661402228	1502.0219526285377	115381.66768853464	24055.246499136738	1035.8565737051792	115.00421682128322	0.0	0.0	0.0	3430.730090201217	153.66294034036335	0.0	0.0	38.28337353087556	76.72830507174095	131.15900843789638	272.1194215518578	76.74302597751434	114.89850631941783	76.69299792928912	0.0	0.0	0.0	0.0	3064.7632873618877	0.0	0.0
k__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales	7356.948228882829	8752.025931928692	617.6413819725926	1808.6662048795497	42411.51056324073	24567.54130223519	691.0850034554252	230.45014595175874	231.02691463555502	268.44608068722147	4687.875631060178	498.4853713716018	7560.348466822732	63429.9138606108	2683.0501224870695	5247.634733979394	14177.053880769387	459.55882352941177	76.57847379101736	76.58727119552726	0.0	0.0	0.0	0.0	2641.552773630413	421.8276642251791	4665.869741256313	1072.8791478274193	422.00567789457494	6563.453148527096	306.32562413845915	1188.1036332975625	267.9836147161288	2986.103135408293	306.26698824700435	135799.13606911432	4045.93094944513	12962.517055943492	1270.1589623186167	7032.130230389682	5078.876490958061	0.0	153.42717962487058	0.0	308.10706720585387	153.28019619865114	191.82812200268535	13545.81673306773	843.3642566894102	107150.50769033034	4850.0712113630225	1196.957411483068	2968.159740960603	1229.3035227229068	5859.071860934345	498.6000843784756	803.9508441483866	537.0981355021866	6907.707777729211	0.0	0.0	38.29950210647261	0.0	0.0	0.0	4533.477991320521	1468.9396575051205	10887.97483668039	1572.26524114618	3170.552526775701
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae	549980.5371739977	303930.30794165336	453078.55626327	419110.29015623796	468349.9147806097	396656.9484936834	55018.04499731245	102588.72330619126	71348.8121366139	85826.04693971454	79132.94334481923	69059.39644925036	25866.36988141381	41973.37509788567	28541.431737761	315777.37771478936	694834.9328979332	443512.56127451	82704.75169429876	76012.86666156082	55625.74174036206	72626.33996937219	95110.36174126294	90731.59526817499	222847.51732322652	103654.56149096898	106505.22500289202	189669.7064909188	105846.69684646657	142195.28203544285	716036.1464236485	902613.8279932542	793461.1998009267	507599.24964587897	791585.3144979137	620680.3455723539	876965.1664611592	545228.3489846694	720488.0489588542	722017.1723843196	476798.76875721454	71105.66240134844	50209.04453223888	79119.868133553	43597.15000962833	75068.97608828939	72971.41760982154	47330.677290836655	684543.4332592181	249732.23083843876	179876.05373570952	235066.99100351342	395035.07825148397	731474.0117552148	937839.5157535305	943696.5443178763	955208.4529688759	929409.9593339982	701656.9754732664	81052.71341937478	81999.92325697404	122290.31022596706	120254.62075312533	49557.52212389382	115640.24741634325	745079.0452572847	590513.7423170583	161746.91507379647	488817.2634723474	491010.3236283493
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Allorhizobium_Neorhizobium_Pararhizobium_Rhizobium	0.0	4173.419773095627	501.83362285273154	0.0	0.0	1166.1807580174934	0.0	192.0417882931323	0.0	0.0	0.0	0.0	498.90624400353056	0.0	272.19349068709397	0.0	0.0	0.0	76.57847379101736	306.34908478210906	0.0	76.56967840735075	0.0	0.0	1493.0515677041465	2070.7903516508795	3123.433463155053	2528.929419878917	1688.0227115782998	1621.5590131655179	76.58140603461479	114.97777096428024	229.70024118525325	382.8337353087554	0.0	1002.7769207034855	809.186189889026	1645.3969018380283	192.44832762403283	0.0	269.33435936898803	229.86744310780756	0.0	996.6650055583234	5661.467359907565	421.5205395462906	5179.359294072505	1235.0597609561753	0.0	7883.124116361769	10046.576080680547	3745.3183520599223	231.28517462030678	153.66294034036335	38.80180040353871	345.18467380048315	421.11710883963116	0.0	568.3557032308843	1554.9681231534732	7597.55957177392	2068.1731137495212	17064.19203926683	2424.0092343208935	768.3737369856694	581.2151270923744	463.8756813174064	524.2358254697966	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Shewanellaceae.g__Shewanella	1751.6543402101975	3038.897893030796	5790.387955993056	37597.16770568766	1387.2924016013324	738.5811467444124	10750.211164862169	16016.285143647232	342227.86954680225	94224.57432121475	21556.214440259624	27991.87085394379	997.8124880070609	509.00548159749417	427.73262822257624	111311.14260543151	18159.372386603485	10531.55637254902	59271.738714247425	155587.04143371363	53864.70655794179	140543.64471669227	66178.72470876758	89889.36105049575	16729.834232992616	18675.461134332927	24948.906798287888	28546.24875469383	22788.306606307047	9690.745531060595	650.9419512942256	114.97777096428024	612.5339764940087	4440.871329581563	30129.01496879905	694.2301758716438	4045.93094944513	0.0	32177.36037873829	271.9608376393799	577.1450557906887	10535.59114244118	5178.167312339381	9583.317361137724	2772.9636048526854	8315.450643776823	10397.084212545546	2151.394422310757	0.0	4541.364980077976	46807.03645251933	69925.47974825275	2698.3270372369125	15519.956974376697	349.2162036318484	191.76926322249062	1225.0679529880179	575.4622880380571	786.9540506273783	15782.926450007753	33575.073865162514	41861.355802374565	60894.24035585557	69295.88303193537	53017.787852011184	1239.925604463732	425.2193745409558	1774.336640051619	16233.638614834306	7849.0507675057
k__Bacteria.p__Firmicutes	27286.882055274404	22042.139384116712	40957.34414205754	3040.098514584776	12961.274723532446	39611.27308066086	883.053059970821	691.3504378552763	1386.1614878133303	2991.2563276576116	11339.04960333359	2415.7367997239166	1343.2091184710437	2114.3304620203603	3732.939300851576	2872.79273757996	6132.7704989845115	2259.497549019608	15622.008653367538	54032.31982844449	24348.2255656368	71630.93415007662	30426.118945432234	44025.879560506866	803.9508441483865	191.7398473750814	1812.3626267689815	344.85401180167054	1918.2076267935226	51117.717462646324	3407.8725685403583	2989.4220450712874	114.85012059262662	1110.217832395391	650.8173500248843	5862.388151804994	8978.113440197287	14808.572116542255	9314.499057003186	9596.332413846694	13928.434013081956	51988.35338288248	13616.662191707264	39329.93445010922	18640.47756595416	70547.21030042917	21177.824669096466	134223.1075697211	1265.0463850341157	28404.952658412247	27291.273721082405	5907.563998609981	65800.63217947725	5301.371441742536	3065.3422318795583	421.8923790894794	2029.0187971364046	1304.3811862195962	24876.491933721016	1282.8487016016154	35186.677410690325	9498.276522405207	1533.8599585857826	577.145055790689	200699.22010065685	2131.1221326720392	4368.16266573891	60246.79409629817	2908.690696120433	3711.8663728105776
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales_Selenomonadales.f__Veillonellaceae	3464.3830284157243	526.7423014586712	1273.8853503184723	0.0	951.2862182409135	1010.6899902818277	0.0	0.0	0.0	575.2416014726175	0.0	191.72514283523145	0.0	0.0	0.0	0.0	39.82318505834098	612.7450980392157	0.0	0.0	0.0	0.0	114.96014714898828	0.0	0.0	0.0	308.4872556202521	0.0	0.0	12586.386625999019	229.74421810384433	0.0	0.0	0.0	0.0	809.9352051835846	3467.940813810111	882.8958985472347	0.0	0.0	0.0	38.31124051796793	0.0	0.0	0.0	0.0	0.0	36892.43027888446	0.0	0.0	0.0	0.0	1117.8783439981494	0.0	0.0	0.0	459.40048237050667	0.0	131.15900843789638	0.0	0.0	268.09651474530824	0.0	0.0	0.0	0.0	0.0	20485.523026050516	39.3066310286545	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales	104865.70650058381	170502.43111831445	106079.90735379278	21473.100900484857	117919.85413611325	102546.16132167158	180680.33479229055	95559.99385466265	27145.662469677714	123868.69151710364	80775.7031813446	104605.2379309023	413363.01185861765	391738.4494909946	445075.24205778254	1378.9405140383808	6252.240054159534	193435.96813725494	30631.389516406944	10415.868882591702	17763.485318326213	24655.43644716694	43225.01532801959	24233.37544504421	68259.25500555108	82026.3067070598	87995.98966567693	71614.68311748025	84362.77142637914	28068.414346936457	3484.4539745749726	16633.450866165873	880.5175912101374	11714.712300447916	4249.454461927186	15774.452329527907	3776.202219482122	46432.297937234114	22785.88199068548	37686.00178717122	13928.434013081953	20726.381120220634	11238.540907521763	11653.313911143472	10013.479684190253	11304.414469650517	10857.471705351987	44462.151394422304	3795.1391551023476	40700.91255730262	5388.968012625581	8957.874821421667	29219.027060365424	4533.056740040719	5548.657457706035	2416.2927166033824	2756.4028942230407	10319.957032149157	32002.79805884671	17571.139791634243	21372.932734737737	25698.96591344312	29296.725208988446	13197.38360908042	14944.86918437127	2944.823310601364	3826.9743708686033	16210.984756835247	2554.931016862543	4330.510768279008
k__Bacteria	994745.0369793694	988087.5202593193	996487.1646400308	997998.9224967291	992270.7994767926	999261.4188532557	999270.5213852415	998924.5659855584	998690.8474837319	999539.806718822	991946.470069717	999156.4093715249	996699.5433088997	995693.0305403289	989539.9930007389	999808.4804841614	991517.6615825733	999731.9240196078	999234.2152620899	1000000.0	1000000.0	999961.7151607963	998620.4782342121	999923.4332529383	999923.4332529382	999846.6081221	998071.9546523733	999425.2433136639	1000000.0	989691.5177020192	999923.4185939654	999961.6740763453	1000000.0	1000000.0	999923.4332529383	999228.6331379204	998805.487053021	984148.005457902	999230.2066895039	990792.1830684952	998845.7098884187	999846.7550379281	999808.216025469	999540.0007666654	996418.2553437321	999731.7596566523	999654.7093803952	972031.8725099602	996013.1871501956	947645.7735315538	1000000.0	997374.4160006177	998573.7414231747	999577.426914064	999573.180195561	999539.7537682661	999923.4332529382	998542.162203637	996895.9034669698	1000000.0	999424.4273051687	999808.5024894677	999194.7235217424	999807.6183147365	999462.1383841101	995970.241785493	994704.0859716263	979474.1511412212	990134.0356118077	997216.100220392
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Tenacibaculum	0.0	121.55591572123183	0.0	0.0	0.0	0.0	1996.4677877601173	9832.539560608373	462.05382927111003	690.2899217671411	1041.7501402355952	306.76022853637033	805.9254710826262	1174.6280344557556	1399.8522378193404	344.73512850959514	79.64637011668196	612.7450980392157	80752.0006126278	92057.89997702379	251100.6469890123	107963.24655436457	110285.10116492942	71896.17549098424	97699.1692507944	134217.89316255698	119847.29880846795	108705.64794237101	120693.62387784843	4285.548820508868	38.29070301730739	0.0	0.0	0.0	0.0	0.0	0.0	120.39489525644109	0.0	194.25774117098567	0.0	101678.0323346869	308120.1334816463	163299.7278337868	174388.6000385133	73651.13427345187	216727.4122386339	0.0	0.0	0.0	1154.7788598483387	193.05764701339805	616.7604656541514	192.07867542545418	271.6126028247709	38.353852644498126	191.41686765437777	460.3698304304457	1180.4310759410675	272585.9119888039	154176.73918882632	115702.79586365377	122056.90620446364	14197.768372450946	22359.67574628298	0.0	0.0	0.0	157.226524114618	927.9665932026443
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Rhodocyclaceae.g__Denitromonas	4359.673024523158	16936.790923824967	7952.1327928971305	923.574232278919	2933.1325062428164	7308.066083576292	806.2658373646627	1766.7844522968173	1578.6839166762925	2224.267525694121	1041.7501402355952	1457.1110855477589	1726.9831523199132	3680.5011746280347	1983.1240035773992	0.0	79.64637011668196	344.66911764705884	4824.443848834093	5935.513517653363	5857.356150223947	3062.78713629403	3295.5242182709976	7350.407717928102	497.68385590138206	766.9593895003255	462.7308834303781	804.6593608705646	498.7339829663158	0.0	536.0698422423034	498.2370075118811	0.0	1071.9344588645151	76.56674706175109	6286.639925948775	770.6535141800247	3290.7938036760565	1231.6692967938102	4001.7094681223048	1000.3847633705273	3754.5015707608577	2876.7596179663233	3488.3275194541316	1771.6156364336598	4253.525444512569	6637.253021292913	9721.115537848606	383.3473894042774	18979.478171457955	0.0	0.0	77.09505820676893	537.8202911912716	737.2342076672353	345.1846738004831	38.28337353087556	1496.2019488989483	2142.263804485641	6491.991914165751	10360.308506964437	13558.023745691306	5176.777360227016	2308.580223162756	10373.045449306537	658.7104773713577	1894.1590320460762	5887.5715783530995	0.0	773.3054943355369
k__Bacteria.p__Firmicutes.c__Negativicutes	9653.561697158422	769.854132901135	5288.554333140326	0.0	951.2862182409135	1010.6899902818277	0.0	0.0	0.0	575.2416014726175	0.0	536.830399938648	0.0	0.0	0.0	0.0	39.82318505834098	651.0416666666667	0.0	0.0	0.0	0.0	114.96014714898828	0.0	0.0	0.0	424.1699764778466	0.0	0.0	14748.46531021971	727.5233573288405	191.6296182738004	0.0	0.0	76.56674706175109	809.9352051835846	4700.98643649815	882.8958985472347	962.2416381201641	0.0	0.0	38.31124051796793	0.0	0.0	0.0	0.0	0.0	70916.33466135456	0.0	0.0	0.0	347.50376462411646	24940.251329889743	115.2472052552725	0.0	0.0	842.2342176792621	0.0	786.9540506273783	0.0	0.0	268.09651474530824	0.0	0.0	0.0	0.0	115.9689203293516	29639.48705540773	196.5331551432725	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Hoeflea	544.9591280653948	0.0	0.0	0.0	198.18462880019032	0.0	3340.244183367888	3879.244123521272	4235.493434985175	4640.2822518791145	5288.885327349945	4256.298170942137	652.4158575430783	5873.14017227878	544.3869813741879	0.0	716.8173310501376	880.8210784313726	229.73542137305205	0.0	344.55036177787923	306.278713629403	268.2403433476393	574.2506029631329	23123.157612648833	9932.124094029215	7018.085065360735	1685.9529465859446	1035.8321184685024	424.6940272576356	382.9070301730739	498.23700751188096	267.9836147161288	306.26698824700435	0.0	154.27337241592087	770.6535141800247	1163.817320812264	577.3449828720985	0.0	115.42901115813775	114.93372155390378	460.2815388746117	383.332694445509	577.700751010976	804.7210300429185	959.1406100134268	1274.9003984063745	43778.271869968485	15423.503705925199	500.40417260094677	0.0	2351.399275306452	0.0	426.8198044389257	0.0	0.0	0.0	0.0	855.2324677344103	997.6593377076864	1072.386058981233	766.9299792928913	384.76337052712597	691.5363632871024	35221.636701797885	43720.282964165555	5645.6165819824255	1572.26524114618	154.6610988671074
